site_numeric,GPP_yr,NPP_yr,wetland_cover,peatland_cover,nee_yr
47,1530.1,859.3652482269504,0,0.14594384149922085,-10.394528198242192
48,2775.8724137931044,1533.4086206896554,0,0,3.1474286317825317
52,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
53,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
54,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
57,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
58,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
59,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
61,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
62,2989.913235294118,1593.9926470588236,0,0,0.7299403667449951
70,1788.6111022251157,1043.1940782656725,0,0.16831486877349033,34.265810298919675
74,1582.896739130435,962,0,0.33761595802623623,-11.402319192886353
125,1700.7112646937508,1045.3362359626583,0,0.04987942349041026,-1.5769337654113802
163,2422.3131147540985,1188.2540983606557,0,0,19.490515327453615
233,3013.6032520325207,1363.8918699186993,0,0,4.963621711730957
265,1122.7935897435898,494.0717948717949,0,0,-24.77776641845704
327,1956.9956521739127,862.4000000000002,0,0.2659751974625556,-26.95528888702393
333,2537.1370611780003,899.6840441895355,0,1.577979354827259,-31.649589157104497
334,2537.1370611780003,899.6840441895355,0,1.577979354827259,-31.649589157104497
452,2297.928070175439,1240.138596491228,0,0.3933732149476189,1.2702831149101257
538,1937.0891642482452,912.6605761404268,0,0.921698263230068,-28.366927289962767
607,1858.5941176470587,551.0656862745099,0,0,2.1483300685882543
697,2327.0534246575344,740.7753424657535,0,0,-6.7879049301147445
701,1744.1743363056155,1012.5760696312636,0,0.978363090028182,21.267516994476317
733,1380.1141631961325,800.7448057529413,0,0.9858350814092842,21.267516994476317
735,1380.1141631961325,800.7448057529413,0,0.9858350814092842,21.267516994476317
838,2436.796129032258,748.6870967741936,0,0,-1.9249326705932617
910,2394.3015873015875,1268.020634920635,0,0,-18.629415035247803
919,1819.4650862108344,566.9500394229012,0,0,10.73640662431717
975,2612.4892086330938,1365.1,0,3.902123226100988,6.46794114112854
987,978.0109375,560.571875,0,0.4906471476206205,-16.9280506849289
991,1697.0413461538462,982.8,0,0,6.46794114112854
1075,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
1076,1905.08,1110.209090909091,0,0,-1.3974480271339411
1091,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
1097,2515.535507246377,1334.8123188405798,0,0,-1.3974480271339411
1098,2315.843611919034,1234.1386119432625,0,0,-1.3974480271339411
1100,2628.1487012987022,1379.4746753246757,0,0,-1.3974480271339411
1104,2980.3443181818184,1507.9295454545456,0,0,-1.3974480271339411
1109,2717.8228702335778,1401.4925980879125,0,0,-1.3974480271339411
1114,2306.57858661859,1230.7426821052727,0,0,-1.3974480271339411
1120,2306.57858661859,1230.7426821052727,0,0,-1.3974480271339411
1140,2195.4740616611584,1174.085861689087,0,0,-1.3974480271339411
1201,2615.193243243244,1191.9581081081085,0,0.35980110116399866,-12.370205116271972
1209,1302.83,707.294,0,0.27579983721044726,11.129021215438843
1222,1901.139361702128,1009.7021276595744,0,0,-12.370205116271972
1223,1901.139361702128,1009.7021276595744,0,0,-12.370205116271972
1224,1901.139361702128,1009.7021276595744,0,0,-12.370205116271972
1225,1768.352105263158,874.1884210526317,0,0.1962592791962555,-12.370205116271972
1226,1244.8896907216497,691.4175257731958,0,0,11.129021215438843
