Ref	Extractor	Site name	day	month	year	time	Measurement	Latitude	Longitude	LakeType	Elevation	Climate	Watershed area	Watershed LULC	Surface area_m2	Circumference	Volume	Mean depth	Max depth	CO2	CO2_units	CO2_avg_n	CO2_uncert_val	CO2_uncert_text	CO2_method_cat	CO2_method	CO2_instrument	CH4	CH4_units	CH4_avg_text	CH4_avg_n	CH4_uncert_val	CH4_uncert_text	CH4_instrument	N2O	N2O_avg_text	N2O_uncert_val	N2O_uncert_text	N2O_n	N2O_units	N2O_instrument	F_CO2	FCO2_avg_text	F_CO2_uncert_val	F_CO2_uncert_text	F_CO2_n	F_CO2_method	F_CO2_units	FCH4_diff_avg_val	FCH4_diff_avg_text	FCH4_diff_avg_n	FCH4_diff_uncert_val	FCH4_diff_uncert_text	F_CH4_method	F_CH4_units	FCH4_ebb_avg_val	FCH4_ebb_avg_text	FCH4_ebb_avg_n	FCH4_ebb_uncert_val	FCH4_ebb_uncert_text	F_CH4_methods	FN2O_avg_val	FN2O_avg_text	FN2O_avg_n	FN2O_uncert_val	FN2O_uncert_text	FN2O_UNITS	Max depth	Mean depth	Secchi depth	Sample depth	Stratification	Residence_time	Temperature	DO_mg	pH	Conductivity	k	k600	k_units	Trophic level index	Comments							
162	Nick Marzolf	Lake Imboassica	1	6	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					95.63081133	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1010.367883	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					41.67055385	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					41.54616413	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					274.5529745	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					41.32226265	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					5.099978232	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					4.975588519	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					22.76331747	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					76.52455142	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000						µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					58.2890195	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1349.678142	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	9	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					416.8050502	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					380.8315452	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1743.943776	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	12	2001		monthly	-22.408254	-41.827176	lake		3	50000000		326000					165.3388065	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					882.7191591	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2030.58743	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					129.0667662	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					792.6858849	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					92.89423765	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000						µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2801.131946	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1150.90338	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2.736573685	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2002		monthly	-22.408254	-41.827176	lake		3	50000000		326000					20.62381441	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	0	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					917.2497434	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2.363404546	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					504.5744317	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					217.3834624	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					109.6868489	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1885.300246	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					109.4380695	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					629.5114594	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					306.4713748	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	9	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					3678.527226	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					10628	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2440.675436	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	12	2003		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2619.970768	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1669.086047	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					431.3586466	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					754.1499518	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					4780	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					287.5392605	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2386.018596	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2260.310352	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					3067.4752	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					6932	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2080.616973	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	12	2004		monthly	-22.408254	-41.827176	lake		3	50000000		326000					6406	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	2005		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2277.675156	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	2005		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2923.282645	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	2005		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1595.870262	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	2005		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1828.951706	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	2005		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1523.82374	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	2005		monthly	-22.408254	-41.827176	lake		3	50000000		326000					6960	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Cabiœnas	1	9	1991		monthly	-22.294391	-41.69065	lake		2	45000000		350000					5713.906313	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Cabiœnas	1	10	1991		monthly	-22.294391	-41.69065	lake		2	45000000		350000					4106.131121	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Cabiœnas	1	11	1991		monthly	-22.294391	-41.69065	lake		2	45000000		350000					1516.466006	µatm				indirect	pH + TA																																																															
